540, 1, 10, 0.020812
1100, 1, 11, 0.019212
1612, 1, 23, 0.003545
1628, 1, 16, 0.012510
1884, 1, 27, 0.001189
1644, 1, 8, 0.032737
1900, 1, 2, 0.223655
541, 1, 10, 0.020812
813, 1, 10, 0.020812
829, 1, 10, 0.020812
845, 1, 10, 0.020812
1101, 1, 10, 0.020812
1613, 1, 23, 0.003545
1614, 1, 23, 0.003545
273, 2, 2, 0.112680
274, 2, 2, 0.112680
291, 2, 2, 0.112680
548, 2, 2, 0.112680
565, 2, 2, 0.112680
837, 2, 1, 0.801698
583, 2, 2, 0.112680
1111, 2, 1, 0.801698
584, 2, 2, 0.112680
1128, 2, 1, 0.801698
1384, 2, 4, 0.015106
857, 2, 2, 0.112680
1129, 2, 1, 0.801698
1385, 2, 4, 0.015106
1401, 2, 4, 0.015106
874, 2, 2, 0.112680
1146, 2, 4, 0.015106
875, 2, 2, 0.112680
1403, 2, 1, 0.801698
892, 2, 2, 0.112680
1420, 2, 1, 0.801698
1421, 2, 1, 0.801698
1438, 2, 1, 0.801698
1454, 2, 1, 0.801698
1982, 2, 3, 0.070516
2238, 2, 3, 0.070516
1455, 2, 1, 0.801698
1727, 2, 3, 0.070516
1983, 2, 3, 0.070516
0, 3, 5, 0.063682
256, 3, 2, 0.192549
272, 3, 2, 0.192549
1, 3, 5, 0.063682
17, 3, 3, 0.082301
273, 3, 2, 0.192549
18, 3, 5, 0.063682
274, 3, 1, 0.562322
34, 3, 3, 0.082301
35, 3, 5, 0.063682
307, 3, 3, 0.082301
563, 3, 1, 0.562322
36, 3, 5, 0.063682
308, 3, 3, 0.082301
580, 3, 1, 0.562322
53, 3, 6, 0.033341
309, 3, 5, 0.063682
325, 3, 6, 0.033341
581, 3, 3, 0.082301
70, 3, 2, 0.192549
326, 3, 6, 0.033341
598, 3, 6, 0.033341
854, 3, 3, 0.082301
87, 3, 2, 0.192549
343, 3, 5, 0.063682
855, 3, 1, 0.562322
871, 3, 6, 0.033341
360, 3, 5, 0.063682
888, 3, 1, 0.562322
105, 3, 2, 0.192549
361, 3, 5, 0.063682
617, 3, 4, 0.065806
633, 3, 4, 0.065806
889, 3, 1, 0.562322
378, 3, 4, 0.065806
634, 3, 4, 0.065806
906, 3, 1, 0.562322
1162, 3, 1, 0.562322
395, 3, 4, 0.065806
1179, 3, 1, 0.562322
396, 3, 4, 0.065806
924, 3, 2, 0.192549
1196, 3, 1, 0.562322
413, 3, 4, 0.065806
1469, 3, 2, 0.192549
686, 3, 4, 0.065806
958, 3, 4, 0.065806
1742, 3, 1, 0.562322
1215, 3, 4, 0.065806
1759, 3, 4, 0.065806
2015, 3, 1, 0.562322
2287, 3, 4, 0.065806
3071, 3, 4, 0.065806
1, 4, 4, 0.110260
17, 4, 4, 0.110260
18, 4, 3, 0.125700
274, 4, 4, 0.110260
291, 4, 4, 0.110260
292, 4, 3, 0.125700
308, 4, 10, 0.037150
564, 4, 4, 0.110260
1364, 4, 8, 0.062890
581, 4, 10, 0.037150
837, 4, 4, 0.110260
853, 4, 10, 0.037150
1109, 4, 6, 0.066262
1381, 4, 7, 0.065805
1637, 4, 8, 0.062890
582, 4, 3, 0.125700
598, 4, 3, 0.125700
854, 4, 6, 0.066262
1110, 4, 10, 0.037150
1654, 4, 8, 0.062890
855, 4, 5, 0.072153
871, 4, 6, 0.066262
1127, 4, 10, 0.037150
1383, 4, 7, 0.065805
1399, 4, 7, 0.065805
1927, 4, 8, 0.062890
872, 4, 6, 0.066262
888, 4, 6, 0.066262
1144, 4, 5, 0.072153
1400, 4, 10, 0.037150
1416, 4, 1, 0.272817
1672, 4, 10, 0.037150
1944, 4, 8, 0.062890
889, 4, 6, 0.066262
1145, 4, 5, 0.072153
1417, 4, 1, 0.272817
1673, 4, 7, 0.065805
1945, 4, 10, 0.037150
2201, 4, 8, 0.062890
906, 4, 6, 0.066262
1162, 4, 5, 0.072153
1690, 4, 7, 0.065805
1946, 4, 4, 0.110260
2218, 4, 10, 0.037150
2234, 4, 8, 0.062890
1435, 4, 7, 0.065805
1691, 4, 7, 0.065805
1195, 4, 2, 0.148710
1451, 4, 2, 0.148710
1707, 4, 2, 0.148710
1963, 4, 1, 0.272817
2219, 4, 10, 0.037150
1723, 4, 2, 0.148710
1979, 4, 2, 0.148710
2235, 4, 2, 0.148710
2491, 4, 10, 0.037150
924, 4, 6, 0.066262
1452, 4, 7, 0.065805
1468, 4, 5, 0.072153
2236, 4, 4, 0.110260
2252, 4, 2, 0.148710
2508, 4, 10, 0.037150
1197, 4, 7, 0.065805
2509, 4, 1, 0.272817
2525, 4, 8, 0.062890
2781, 4, 8, 0.062890
1470, 4, 9, 0.038255
1742, 4, 9, 0.038255
2798, 4, 1, 0.272817
1743, 4, 9, 0.038255
1999, 4, 9, 0.038255
2015, 4, 9, 0.038255
2271, 4, 9, 0.038255
2543, 4, 9, 0.038255
2799, 4, 9, 0.038255
3055, 4, 9, 0.038255
1040, 5, 1, 0.583105
1312, 5, 1, 0.583105
257, 5, 3, 0.107503
273, 5, 3, 0.107503
529, 5, 3, 0.107503
289, 5, 5, 0.088360
1057, 5, 1, 0.583105
1585, 5, 1, 0.583105
290, 5, 2, 0.109279
546, 5, 5, 0.088360
802, 5, 3, 0.107503
1058, 5, 3, 0.107503
818, 5, 2, 0.109279
1074, 5, 2, 0.109279
1330, 5, 3, 0.107503
1586, 5, 3, 0.107503
1858, 5, 3, 0.107503
2130, 5, 3, 0.107503
819, 5, 5, 0.088360
1859, 5, 1, 0.583105
2131, 5, 4, 0.101696
2387, 5, 4, 0.101696
1348, 5, 6, 0.010058
1108, 5, 5, 0.088360
1364, 5, 6, 0.010058
1620, 5, 6, 0.010058
1876, 5, 4, 0.101696
1892, 5, 4, 0.101696
2404, 5, 4, 0.101696
1637, 5, 4, 0.101696
1893, 5, 6, 0.010058
2149, 5, 6, 0.010058
2677, 5, 4, 0.101696
1638, 5, 5, 0.088360
2422, 5, 6, 0.010058
2678, 5, 4, 0.101696
2950, 5, 4, 0.101696
1655, 5, 4, 0.101696
2695, 5, 6, 0.010058
2184, 5, 5, 0.088360
2968, 5, 6, 0.010058
3240, 5, 6, 0.010058
2729, 5, 5, 0.088360
2985, 5, 1, 0.583105
3241, 5, 6, 0.010058
3513, 5, 6, 0.010058
3003, 5, 5, 0.088360
3275, 5, 1, 0.583105
3548, 5, 1, 0.583105
3549, 5, 5, 0.088360
3822, 5, 5, 0.088360
3838, 5, 1, 0.583105
4095, 5, 5, 0.088360
801, 6, 10, 0.013531
1057, 6, 10, 0.013531
802, 6, 3, 0.132131
1058, 6, 3, 0.132131
1074, 6, 10, 0.013531
1331, 6, 3, 0.132131
1091, 6, 10, 0.013531
1347, 6, 1, 0.356139
1603, 6, 3, 0.132131
1635, 6, 8, 0.026584
1348, 6, 1, 0.356139
1108, 6, 10, 0.013531
1364, 6, 1, 0.356139
1876, 6, 3, 0.132131
1636, 6, 8, 0.026584
1892, 6, 8, 0.026584
2148, 6, 3, 0.132131
1652, 6, 6, 0.047913
3204, 6, 9, 0.015272
1365, 6, 1, 0.356139
1125, 6, 10, 0.013531
1381, 6, 4, 0.076990
1397, 6, 4, 0.076990
1653, 6, 6, 0.047913
1909, 6, 8, 0.026584
2165, 6, 8, 0.026584
2421, 6, 3, 0.132131
2693, 6, 4, 0.076990
3205, 6, 9, 0.015272
2965, 6, 3, 0.132131
1126, 6, 5, 0.055858
1382, 6, 7, 0.028381
1638, 6, 1, 0.356139
1398, 6, 5, 0.055858
1654, 6, 7, 0.028381
1910, 6, 4, 0.076990
2182, 6, 4, 0.076990
2438, 6, 8, 0.026584
3222, 6, 9, 0.015272
3238, 6, 3, 0.132131
3510, 6, 3, 0.132131
1399, 6, 5, 0.055858
1655, 6, 6, 0.047913
1911, 6, 7, 0.028381
2183, 6, 7, 0.028381
2439, 6, 7, 0.028381
2711, 6, 8, 0.026584
2967, 6, 9, 0.015272
3239, 6, 2, 0.241617
3255, 6, 2, 0.241617
1656, 6, 6, 0.047913
1672, 6, 5, 0.055858
1928, 6, 6, 0.047913
2712, 6, 2, 0.241617
2968, 6, 9, 0.015272
2728, 6, 2, 0.241617
2984, 6, 2, 0.241617
3496, 6, 7, 0.028381
3768, 6, 11, 0.005585
4040, 6, 11, 0.005585
1929, 6, 5, 0.055858
2185, 6, 1, 0.356139
1433, 6, 2, 0.241617
1689, 6, 2, 0.241617
1945, 6, 2, 0.241617
2201, 6, 5, 0.055858
2457, 6, 2, 0.241617
2985, 6, 9, 0.015272
3001, 6, 8, 0.026584
3257, 6, 11, 0.005585
3513, 6, 11, 0.005585
2202, 6, 5, 0.055858
2474, 6, 5, 0.055858
2730, 6, 9, 0.015272
2986, 6, 9, 0.015272
3002, 6, 11, 0.005585
2747, 6, 11, 0.005585
2748, 6, 9, 0.015272
0, 7, 10, 0.017461
1, 7, 7, 0.054618
257, 7, 8, 0.039832
17, 7, 10, 0.017461
273, 7, 8, 0.039832
529, 7, 6, 0.071567
18, 7, 7, 0.054618
274, 7, 10, 0.017461
290, 7, 8, 0.039832
546, 7, 6, 0.071567
1346, 7, 9, 0.022441
1602, 7, 9, 0.022441
275, 7, 7, 0.054618
291, 7, 10, 0.017461
563, 7, 6, 0.071567
819, 7, 6, 0.071567
1075, 7, 13, 0.008830
1091, 7, 4, 0.118143
1347, 7, 9, 0.022441
1603, 7, 2, 0.177590
1619, 7, 9, 0.022441
292, 7, 8, 0.039832
836, 7, 6, 0.071567
1092, 7, 13, 0.008830
1348, 7, 9, 0.022441
1364, 7, 9, 0.022441
1620, 7, 2, 0.177590
1876, 7, 2, 0.177590
309, 7, 10, 0.017461
581, 7, 3, 0.143017
1093, 7, 1, 0.199038
1365, 7, 13, 0.008830
1637, 7, 9, 0.022441
1893, 7, 2, 0.177590
854, 7, 6, 0.071567
1382, 7, 13, 0.008830
1638, 7, 13, 0.008830
2166, 7, 2, 0.177590
327, 7, 10, 0.017461
583, 7, 7, 0.054618
599, 7, 3, 0.143017
855, 7, 1, 0.199038
1127, 7, 6, 0.071567
1383, 7, 4, 0.118143
1655, 7, 9, 0.022441
1911, 7, 13, 0.008830
2695, 7, 5, 0.108119
1400, 7, 4, 0.118143
1928, 7, 13, 0.008830
2184, 7, 13, 0.008830
2456, 7, 2, 0.177590
2712, 7, 5, 0.108119
345, 7, 10, 0.017461
601, 7, 1, 0.199038
361, 7, 8, 0.039832
617, 7, 7, 0.054618
1145, 7, 15, 0.004368
1401, 7, 4, 0.118143
2457, 7, 13, 0.008830
2713, 7, 5, 0.108119
2473, 7, 5, 0.108119
378, 7, 3, 0.143017
890, 7, 15, 0.004368
1162, 7, 14, 0.005791
1418, 7, 14, 0.005791
1690, 7, 12, 0.013262
2474, 7, 5, 0.108119
363, 7, 1, 0.199038
635, 7, 15, 0.004368
1163, 7, 12, 0.013262
1435, 7, 14, 0.005791
1947, 7, 12, 0.013262
1963, 7, 5, 0.108119
2219, 7, 12, 0.013262
2475, 7, 12, 0.013262
2747, 7, 12, 0.013262
3003, 7, 12, 0.013262
3019, 7, 11, 0.015923
380, 7, 10, 0.017461
396, 7, 15, 0.004368
908, 7, 5, 0.108119
924, 7, 5, 0.108119
1180, 7, 4, 0.118143
1708, 7, 14, 0.005791
1964, 7, 5, 0.108119
3020, 7, 11, 0.015923
141, 7, 15, 0.004368
925, 7, 7, 0.054618
1181, 7, 5, 0.108119
1453, 7, 5, 0.108119
1709, 7, 14, 0.005791
2509, 7, 11, 0.015923
2765, 7, 11, 0.015923
1198, 7, 11, 0.015923
1470, 7, 11, 0.015923
1726, 7, 14, 0.005791
1998, 7, 11, 0.015923
2254, 7, 11, 0.015923
1, 8, 12, 0.016745
257, 8, 12, 0.016745
273, 8, 7, 0.023951
2, 8, 3, 0.048099
258, 8, 12, 0.016745
274, 8, 12, 0.016745
530, 8, 14, 0.014299
546, 8, 14, 0.014299
19, 8, 11, 0.018555
275, 8, 12, 0.016745
291, 8, 4, 0.044593
547, 8, 14, 0.014299
803, 8, 11, 0.018555
819, 8, 14, 0.014299
1075, 8, 11, 0.018555
20, 8, 11, 0.018555
276, 8, 7, 0.023951
292, 8, 6, 0.035909
548, 8, 12, 0.016745
820, 8, 14, 0.014299
836, 8, 14, 0.014299
1092, 8, 14, 0.014299
1364, 8, 4, 0.044593
1620, 8, 4, 0.044593
1636, 8, 4, 0.044593
21, 8, 11, 0.018555
37, 8, 13, 0.014481
293, 8, 7, 0.023951
549, 8, 9, 0.019644
821, 8, 12, 0.016745
1077, 8, 10, 0.019077
837, 8, 12, 0.016745
1093, 8, 10, 0.019077
22, 8, 4, 0.044593
38, 8, 13, 0.014481
294, 8, 16, 0.003085
550, 8, 16, 0.003085
806, 8, 16, 0.003085
310, 8, 13, 0.014481
566, 8, 9, 0.019644
838, 8, 1, 0.571237
1094, 8, 12, 0.016745
23, 8, 8, 0.020224
39, 8, 11, 0.018555
295, 8, 7, 0.023951
311, 8, 16, 0.003085
567, 8, 16, 0.003085
583, 8, 13, 0.014481
839, 8, 12, 0.016745
855, 8, 13, 0.014481
1367, 8, 10, 0.019077
24, 8, 8, 0.020224
40, 8, 8, 0.020224
296, 8, 7, 0.023951
56, 8, 6, 0.035909
312, 8, 7, 0.023951
328, 8, 1, 0.571237
840, 8, 16, 0.003085
856, 8, 13, 0.014481
1112, 8, 13, 0.014481
41, 8, 18, 0.000132
297, 8, 18, 0.000132
57, 8, 8, 0.020224
313, 8, 11, 0.018555
73, 8, 1, 0.571237
329, 8, 1, 0.571237
585, 8, 8, 0.020224
1113, 8, 4, 0.044593
1385, 8, 19, 0.000102
1401, 8, 13, 0.014481
58, 8, 6, 0.035909
314, 8, 18, 0.000132
74, 8, 8, 0.020224
330, 8, 8, 0.020224
346, 8, 8, 0.020224
602, 8, 5, 0.038386
1386, 8, 16, 0.003085
1658, 8, 19, 0.000102
59, 8, 2, 0.104108
75, 8, 6, 0.035909
587, 8, 18, 0.000132
347, 8, 8, 0.020224
603, 8, 8, 0.020224
1131, 8, 5, 0.038386
76, 8, 6, 0.035909
860, 8, 18, 0.000132
876, 8, 18, 0.000132
1676, 8, 19, 0.000102
1948, 8, 19, 0.000102
2204, 8, 4, 0.044593
2476, 8, 13, 0.014481
2732, 8, 8, 0.020224
93, 8, 6, 0.035909
621, 8, 15, 0.007097
1133, 8, 18, 0.000132
1149, 8, 18, 0.000132
1965, 8, 19, 0.000102
94, 8, 17, 0.000277
366, 8, 17, 0.000277
638, 8, 17, 0.000277
1406, 8, 18, 0.000132
910, 8, 17, 0.000277
1166, 8, 17, 0.000277
1422, 8, 18, 0.000132
1182, 8, 17, 0.000277
1438, 8, 17, 0.000277
1694, 8, 15, 0.007097
2222, 8, 19, 0.000102
2238, 8, 19, 0.000102
2494, 8, 19, 0.000102
1711, 8, 17, 0.000277
3039, 8, 15, 0.007097
3567, 8, 15, 0.007097
3839, 8, 15, 0.007097
4095, 8, 15, 0.007097
273, 9, 1, 0.607677
546, 9, 2, 0.218879
547, 9, 1, 0.607677
803, 9, 2, 0.218879
820, 9, 2, 0.218879
821, 9, 2, 0.218879
1093, 9, 1, 0.607677
1078, 9, 2, 0.218879
1094, 9, 1, 0.607677
1350, 9, 3, 0.095047
1366, 9, 3, 0.095047
1878, 9, 5, 0.025639
1095, 9, 2, 0.218879
1367, 9, 3, 0.095047
1895, 9, 5, 0.025639
1112, 9, 2, 0.218879
1368, 9, 3, 0.095047
1640, 9, 1, 0.607677
1896, 9, 5, 0.025639
1369, 9, 3, 0.095047
1641, 9, 5, 0.025639
1657, 9, 4, 0.027270
1386, 9, 5, 0.025639
1642, 9, 5, 0.025639
1658, 9, 4, 0.027270
1674, 9, 4, 0.027270
1387, 9, 6, 0.025488
1675, 9, 4, 0.027270
1947, 9, 4, 0.027270
1644, 9, 6, 0.025488
1660, 9, 6, 0.025488
1948, 9, 4, 0.027270
1933, 9, 6, 0.025488
1949, 9, 6, 0.025488
2221, 9, 4, 0.027270
1950, 9, 6, 0.025488
2222, 9, 6, 0.025488
2239, 9, 6, 0.025488
0, 10, 2, 0.497348
273, 10, 2, 0.497348
546, 10, 2, 0.497348
819, 10, 2, 0.497348
1092, 10, 2, 0.497348
1638, 10, 2, 0.497348
1911, 10, 2, 0.497348
2184, 10, 2, 0.497348
2457, 10, 2, 0.497348
3003, 10, 2, 0.497348
3276, 10, 2, 0.497348
1, 11, 5, 0.000464
17, 11, 5, 0.000464
274, 11, 5, 0.000464
290, 11, 5, 0.000464
291, 11, 3, 0.001758
547, 11, 5, 0.000464
564, 11, 3, 0.001758
565, 11, 4, 0.001316
581, 11, 2, 0.002614
837, 11, 3, 0.001758
1093, 11, 3, 0.001758
582, 11, 4, 0.001316
838, 11, 2, 0.002614
854, 11, 2, 0.002614
1110, 11, 3, 0.001758
1366, 11, 1, 0.993848
839, 11, 4, 0.001316
855, 11, 4, 0.001316
1111, 11, 4, 0.001316
1639, 11, 1, 0.993848
1384, 11, 4, 0.001316
1656, 11, 1, 0.993848
1145, 11, 4, 0.001316
1401, 11, 4, 0.001316
1929, 11, 1, 0.993848
1146, 11, 4, 0.001316
1930, 11, 1, 0.993848
2202, 11, 1, 0.993848
2203, 11, 1, 0.993848
2219, 11, 1, 0.993848
2475, 11, 1, 0.993848
2476, 11, 1, 0.993848
2748, 11, 1, 0.993848
3021, 11, 1, 0.993848
3294, 11, 1, 0.993848
291, 12, 3, 0.040826
307, 12, 3, 0.040826
308, 12, 3, 0.040826
324, 12, 3, 0.040826
836, 12, 2, 0.406789
325, 12, 3, 0.040826
1365, 12, 5, 0.020986
342, 12, 3, 0.040826
614, 12, 5, 0.020986
870, 12, 5, 0.020986
1126, 12, 5, 0.020986
1382, 12, 5, 0.020986
1638, 12, 2, 0.406789
1910, 12, 4, 0.028143
2166, 12, 4, 0.028143
359, 12, 5, 0.020986
1655, 12, 4, 0.028143
1911, 12, 4, 0.028143
2167, 12, 4, 0.028143
2183, 12, 4, 0.028143
360, 12, 5, 0.020986
120, 12, 5, 0.020986
1160, 12, 4, 0.028143
2184, 12, 2, 0.406789
2440, 12, 4, 0.028143
377, 12, 3, 0.040826
137, 12, 5, 0.020986
2201, 12, 1, 0.503256
2457, 12, 4, 0.028143
2713, 12, 1, 0.503256
2969, 12, 1, 0.503256
2985, 12, 1, 0.503256
650, 12, 3, 0.040826
922, 12, 4, 0.028143
1946, 12, 1, 0.503256
2458, 12, 4, 0.028143
2474, 12, 4, 0.028143
2730, 12, 2, 0.406789
2986, 12, 2, 0.406789
3002, 12, 2, 0.406789
411, 12, 5, 0.020986
1435, 12, 1, 0.503256
3003, 12, 2, 0.406789
3019, 12, 1, 0.503256
3275, 12, 2, 0.406789
668, 12, 1, 0.503256
3020, 12, 1, 0.503256
3548, 12, 2, 0.406789
3293, 12, 1, 0.503256
3821, 12, 2, 0.406789
68, 13, 4, 0.114341
69, 13, 4, 0.114341
341, 13, 4, 0.114341
613, 13, 4, 0.114341
869, 13, 1, 0.493686
614, 13, 4, 0.114341
870, 13, 2, 0.212929
1126, 13, 1, 0.493686
887, 13, 4, 0.114341
1143, 13, 2, 0.212929
1399, 13, 1, 0.493686
1671, 13, 1, 0.493686
888, 13, 4, 0.114341
1416, 13, 2, 0.212929
1928, 13, 1, 0.493686
2456, 13, 1, 0.493686
2728, 13, 1, 0.493686
889, 13, 4, 0.114341
1689, 13, 2, 0.212929
1945, 13, 5, 0.023305
2729, 13, 1, 0.493686
2985, 13, 1, 0.493686
1178, 13, 3, 0.155740
1690, 13, 3, 0.155740
1962, 13, 3, 0.155740
2218, 13, 5, 0.023305
2474, 13, 3, 0.155740
2730, 13, 3, 0.155740
2746, 13, 3, 0.155740
3002, 13, 3, 0.155740
1963, 13, 2, 0.212929
2491, 13, 5, 0.023305
2492, 13, 2, 0.212929
2748, 13, 5, 0.023305
2764, 13, 5, 0.023305
3020, 13, 5, 0.023305
3021, 13, 5, 0.023305
3037, 13, 5, 0.023305
3038, 13, 2, 0.212929
529, 14, 6, 0.026507
801, 14, 6, 0.026507
1057, 14, 6, 0.026507
1074, 14, 6, 0.026507
1346, 14, 6, 0.026507
1618, 14, 6, 0.026507
1874, 14, 6, 0.026507
1891, 14, 6, 0.026507
2147, 14, 6, 0.026507
2420, 14, 6, 0.026507
1093, 14, 7, 0.011190
1109, 14, 8, 0.008302
1365, 14, 8, 0.008302
1621, 14, 2, 0.221195
1381, 14, 7, 0.011190
1637, 14, 8, 0.008302
1893, 14, 8, 0.008302
1909, 14, 1, 0.344344
2165, 14, 4, 0.121707
2693, 14, 6, 0.026507
1366, 14, 7, 0.011190
1382, 14, 7, 0.011190
1638, 14, 2, 0.221195
1894, 14, 2, 0.221195
1398, 14, 7, 0.011190
1910, 14, 2, 0.221195
2166, 14, 4, 0.121707
2710, 14, 5, 0.034786
1639, 14, 1, 0.344344
1911, 14, 1, 0.344344
2167, 14, 2, 0.221195
1671, 14, 7, 0.011190
1927, 14, 1, 0.344344
2439, 14, 4, 0.121707
2727, 14, 5, 0.034786
1912, 14, 1, 0.344344
1928, 14, 1, 0.344344
2184, 14, 3, 0.219061
2440, 14, 4, 0.121707
1944, 14, 1, 0.344344
2984, 14, 5, 0.034786
2441, 14, 4, 0.121707
2201, 14, 3, 0.219061
2457, 14, 3, 0.219061
2713, 14, 4, 0.121707
1961, 14, 7, 0.011190
2985, 14, 5, 0.034786
2458, 14, 9, 0.007001
2474, 14, 9, 0.007001
2730, 14, 9, 0.007001
2986, 14, 5, 0.034786
2234, 14, 3, 0.219061
3002, 14, 5, 0.034786
3258, 14, 4, 0.121707
2747, 14, 9, 0.007001
2507, 14, 3, 0.219061
3019, 14, 5, 0.034786
3531, 14, 10, 0.005909
3787, 14, 10, 0.005909
3803, 14, 10, 0.005909
3020, 14, 9, 0.007001
3276, 14, 10, 0.005909
3532, 14, 10, 0.005909
2780, 14, 10, 0.005909
3036, 14, 10, 0.005909
3292, 14, 10, 0.005909
3804, 14, 10, 0.005909
2540, 14, 10, 0.005909
3549, 14, 9, 0.007001
3069, 14, 5, 0.034786
4094, 14, 9, 0.007001
1, 15, 16, 0.021885
2, 15, 16, 0.021885
18, 15, 2, 0.108943
1042, 15, 2, 0.108943
1058, 15, 1, 0.142738
275, 15, 16, 0.021885
531, 15, 2, 0.108943
787, 15, 2, 0.108943
1315, 15, 1, 0.142738
276, 15, 5, 0.065869
532, 15, 12, 0.036816
788, 15, 12, 0.036816
1044, 15, 12, 0.036816
292, 15, 16, 0.021885
548, 15, 16, 0.021885
